Power                   Time
364.2146956213578	0.256
364.2146956213578	0.268
364.2146956213578	0.28
364.2146956213578	0.292
364.2146956213578	0.304
364.2146956213578	0.316
364.2146956213578	0.328
364.2146956213578	0.34
364.2146956213578	0.352
364.2146956213578	0.364
364.2146956213578	0.376
364.2146956213578	0.388
364.2146956213578	0.4
364.2146956213578	0.412
364.2146956213578	0.424
364.2146956213578	0.436
364.2146956213578	0.448
364.2146956213578	0.46
364.2146956213578	0.472
364.2146956213578	0.484
364.2146956213578	0.496
364.2146956213578	0.508
364.2146956213578	0.52
364.2146956213578	0.532
364.2146956213578	0.544
364.2146956213578	0.556
364.2146956213578	0.568
364.2146956213578	0.58
364.2146956213578	0.592
364.2146956213578	0.604
364.2146956213578	0.616
364.2146956213578	0.628
364.2146956213578	0.64
364.2146956213578	0.652
364.2146956213578	0.664
364.2146956213578	0.676
364.2146956213578	0.688
364.2146956213578	0.7
364.2146956213578	0.712
364.2146956213578	0.724
364.2146956213578	0.736
364.2146956213578	0.748
364.2146956213578	0.76
364.2146956213578	0.772
364.2146956213578	0.784
364.2146956213578	0.796
364.2146956213578	0.808
364.2146956213578	0.82
364.2146956213578	0.832
364.2146956213578	0.844
364.2146956213578	0.856
364.2146956213578	0.868
364.2146956213578	0.88
364.2146956213578	0.892
364.2146956213578	0.904
364.2146956213578	0.916
364.2146956213578	0.928
364.2146956213578	0.94
364.2146956213578	0.952
364.2146956213578	0.964
364.2146956213578	0.976
364.2146956213578	0.988
364.2146956213578	1.0
364.2146956213578	1.012
364.2146956213578	1.024
364.2146956213578	1.036
364.2146956213578	1.048
364.2146956213578	1.06
364.2146956213578	1.072
364.2146956213578	1.084
364.2146956213578	1.096
364.2146956213578	1.108
364.2146956213578	1.12
364.2146956213578	1.132
364.2146956213578	1.144
364.2146956213578	1.156
364.2146956213578	1.168
364.2146956213578	1.18
364.2146956213578	1.192
364.2146956213578	1.204
364.2146956213578	1.216
364.2146956213578	1.228
364.2146956213578	1.24
364.2146956213578	1.252
364.2146956213578	1.264
364.2146956213578	1.276
364.2146956213578	1.288
364.2146956213578	1.3
364.2146956213578	1.312
364.2146956213578	1.324
364.2146956213578	1.336
364.2146956213578	1.348
364.2146956213578	1.36
364.2146956213578	1.372
364.2146956213578	1.384
364.2146956213578	1.396
364.2146956213578	1.408
364.2146956213578	1.42
364.2146956213578	1.432
364.2146956213578	1.444
364.2146956213578	1.456
364.2146956213578	1.468
364.2146956213578	1.48
364.2146956213578	1.492
364.2146956213578	1.504
364.2146956213578	1.516
364.2146956213578	1.528
364.2146956213578	1.54
364.2146956213578	1.552
364.2146956213578	1.564
364.2146956213578	1.576
364.2146956213578	1.588
364.2146956213578	1.6
364.2146956213578	1.612
364.2146956213578	1.624
364.2146956213578	1.636
364.2146956213578	1.648
364.2146956213578	1.66
364.2146956213578	1.672
364.2146956213578	1.684
364.2146956213578	1.696
364.2146956213578	1.708
364.2146956213578	1.72
364.2146956213578	1.732
364.2146956213578	1.744
364.2146956213578	1.756
364.2146956213578	1.768
364.2146956213578	1.78
364.2146956213578	1.792
364.2146956213578	1.804
364.2146956213578	1.816
364.2146956213578	1.828
364.2146956213578	1.84
364.2146956213578	1.852
364.2146956213578	1.864
364.2146956213578	1.876
364.2146956213578	1.888
364.2146956213578	1.9
364.2146956213578	1.912
364.2146956213578	1.924
364.2146956213578	1.936
364.2146956213578	1.948
364.2146956213578	1.96
364.2146956213578	1.972
364.2146956213578	1.984
364.2146956213578	1.996
364.2146956213578	2.008
364.2146956213578	2.02
364.2146956213578	2.032
364.2146956213578	2.044
364.2146956213578	2.056
357.15281919303334	2.068
350.2093988856114	2.08
343.37170450209726	2.092
336.6261521517063	2.104
329.9600756599732	2.116
323.36346557882416	2.128
316.8303907552585	2.14
310.35985037144974	2.152
303.9561899798641	2.164
297.6293183093082	2.176
291.3945784173142	2.188
285.27223085180464	2.2
279.28665386354004	2.212
273.4652312568387	2.224
267.8367720242286	2.236
262.42975691304053	2.248
257.2705966423144	2.26
252.38180775456652	2.272
247.7802929502487	2.284
243.47596875928346	2.296
239.4711348706522	2.308
235.76065413274824	2.32
232.33266978453304	2.332
229.16970163286686	2.344
226.24990566769662	2.356
223.5484354616398	2.368
221.03909530773623	2.38
218.69625116891655	2.392
216.4964501484392	2.404
214.41917707099915	2.416
212.44666337274975	2.428
210.5633153791628	2.44
208.75524427853009	2.452
207.01004123299373	2.464
205.31679436087217	2.476
203.66634043716354	2.488
202.05167214369354	2.5
200.46817091820373	2.512
198.91341118395445	2.524
197.38672654118344	2.536
195.88877000052193	2.548
194.42119179934102	2.56
192.9863727593984	2.572
191.58714871340072	2.584
190.22655201051631	2.596
188.90753479012474	2.608
187.63271355893036	2.62
186.40417095077717	2.632
185.22330811300313	2.644
184.090684811309	2.656
183.00581710958352	2.668
181.9670417302308	2.68
180.97159898050322	2.692
180.01592550137596	2.704
179.0960383327829	2.716
178.20785905258924	2.728
177.3473798563482	2.74
176.51077813430157	2.752
175.694633286827	2.764
174.89622282530797	2.776
174.1138425764655	2.788
173.34707336696482	2.8
172.59689336446743	2.812
171.86558942726018	2.824
171.1564465074241	2.836
170.47330944013453	2.848
169.82010894744624	2.86
169.2004664369226	2.872
168.61744462040227	2.884
168.07342343355072	2.896
167.57000223567934	2.908
167.1079214972897	2.92
166.68705756125217	2.932
166.3064245915851	2.944
165.9641682792227	2.956
165.65761956359287	2.968
165.38338390607015	2.98
165.1374618687503	2.992
164.91538751879034	3.004
164.71242578518405	3.016
164.52382603837378	3.028
